Chrom (mm10),Start (mm10),End (mm10),Assembly (original),Chrom (original),Start (original),End (original),VISTA identifier,Limb-activity,Considered in ML
chr8,91622042,91623486,hg19,chr16,54092614,54094121,hs55,negative,yes
chr8,91656701,91658041,hg19,chr16,54132651,54133957,hs167,negative,yes
chr8,91661914,91662349,hg19,chr16,54139806,54140268,hs53,negative,yes
chr8,91664604,91665497,hg19,chr16,54143854,54144867,hs52,negative,yes
chr8,91749887,91751412,hg19,chr16,54249594,54251153,hs166,negative,yes
chr8,91804616,91805515,hg19,chr16,54323420,54324336,hs51,negative,yes
chr8,91826762,91828112,hg19,chr16,54350345,54351685,hs50,negative,yes
chr8,91855876,91856486,hg19,chr16,54385019,54385639,hs49,negative,yes
chr8,91973744,91974600,hg19,chr16,54523175,54524067,hs46,negative,yes
chr8,91991197,91992386,hg19,chr16,54540302,54541446,hs47,negative,yes
chr8,92025551,92027827,hg19,chr16,54575878,54577925,hs43,negative,yes
chr8,92029339,92030277,hg19,chr16,54579726,54580655,hs42,negative,yes
chr8,92058698,92059642,hg19,chr16,54611467,54612437,hs41,negative,yes
chr8,92063821,92064618,hg19,chr16,54616212,54617037,hs44,negative,yes
chr8,92065543,92066816,hg19,chr16,54618981,54620264,hs39,negative,yes
chr8,92070441,92071690,hg19,chr16,54624504,54625510,hs38,negative,yes
chr8,92094559,92095829,hg19,chr16,54650598,54651882,hs37,negative,yes
chr8,92100436,92101518,hg19,chr16,54657182,54658317,hs36,negative,yes
chr8,92113436,92115404,hg19,chr16,54665329,54667258,hs35,negative,yes
chr8,92127674,92128542,hg19,chr16,54679467,54680359,hs34,negative,yes
chr8,92219224,92220146,hg19,chr16,54784643,54785615,hs32,negative,yes
chr8,92231178,92232317,hg19,chr16,54799102,54800160,hs31,negative,yes
chr8,92444894,92445556,hg19,chr16,55074360,55075075,hs28,negative,yes
chr8,92449353,92450411,hg19,chr16,55079237,55080429,hs27,positive,yes
chr8,92545405,92546474,hg19,chr16,55223185,55224283,hs26,negative,yes
chr8,92555076,92555722,hg19,chr16,55240593,55241874,hs25,negative,yes
chr8,92648090,92649598,hg19,chr16,55329289,55330760,hs151,negative,yes
chr8,92735259,92736114,hg19,chr16,55418032,55418881,hs24,negative,yes
chr8,92742867,92744200,hg19,chr16,55424416,55425738,hs23,negative,yes
chr8,95426508,95428314,mm9,chr8,97950408,97952214,mm71,negative,yes
chr8,96697395,96698403,hg19,chr16,59574986,59575985,hs125,negative,yes
chr8,96748090,96749593,hg19,chr16,59629741,59631254,hs102,negative,yes
chr8,97896820,97898245,hg19,chr16,60683721,60685186,hs103,negative,yes
chr8,98309178,98310337,hg19,chr16,61057518,61059625,hs1383,negative,yes
chr8,98383886,98385543,hg19,chr16,61134464,61136214,hs1785,negative,yes
chr8,98485345,98486685,hg19,chr16,61243163,61244434,hs104,negative,yes
chr8,99550507,99551513,mm9,chr8,102074407,102075413,mm61,negative,yes
chr8,100368955,100370435,hg19,chr16,62942559,62944021,hs105,negative,yes
chr8,102265497,102266851,hg19,chr16,64651540,64652894,hs106,negative,yes
chr8,103077237,103078991,mm9,chr8,105601137,105602891,mm40,negative,yes
chr8,104609522,104612018,hg19,chr16,66937076,66939560,hs1760,negative,yes
chr8,107338845,107339359,hg19,chr16,69680967,69681481,hs487,negative,yes
chr8,107603124,107603793,hg19,chr16,74308568,74309245,hs723,negative,yes
chr8,108025351,108029328,hg19,chr16,73825193,73828566,hs1612,positive,yes
chr8,108454368,108455838,hg19,chr16,73362809,73364292,hs1724,negative,yes
chr8,108466097,108468544,hg19,chr16,73352312,73354585,hs109,negative,yes
chr8,108802402,108804650,hg19,chr16,72980900,72982545,hs16,negative,yes
chr8,108850360,108851498,hg19,chr16,72929878,72931288,hs17,negative,yes
chr8,108889314,108890250,hg19,chr16,72887593,72888513,hs18,negative,yes
chr8,108937415,108938616,hg19,chr16,72839562,72841124,hs19,negative,yes
chr8,109034350,109035846,hg19,chr16,72738568,72740149,hs20,negative,yes
chr8,109122962,109124626,hg19,chr16,72623665,72625217,hs165,negative,yes
chr8,109310590,109313918,hg19,chr16,72404533,72407591,hs108,positive,yes
chr8,109416598,109418210,hg19,chr16,72275206,72276782,hs21,negative,yes
chr8,109436456,109437562,hg19,chr16,72254566,72255825,hs22,negative,yes
chr8,114499211,114500511,hg19,chr16,78209751,78211362,hs15,negative,yes
chr8,114650146,114651788,hg19,chr16,78387021,78388685,hs14,negative,yes
chr8,114657896,114658964,hg19,chr16,78397855,78398920,hs163,negative,yes
chr8,114691555,114692470,hg19,chr16,78436409,78437708,hs13,negative,yes
chr8,114744435,114745938,hg19,chr16,78510608,78511944,hs12,negative,yes
chr8,114858195,114859805,hg19,chr16,78643215,78644831,hs11,negative,yes
chr8,114990842,114992280,hg19,chr16,78832182,78833595,hs10,negative,yes
chr8,115077611,115080246,hg19,chr16,78933253,78934686,hs9,negative,yes
chr8,115149714,115151348,hg19,chr16,79026563,79028162,hs7,negative,yes
chr8,115473042,115474528,hg19,chr16,79381526,79382736,hs159,negative,yes
chr8,115998273,115999564,hg19,chr16,79949950,79951518,hs6,negative,yes
chr8,116013572,116015153,hg19,chr16,79969907,79971297,hs5,negative,yes
chr8,116163758,116166268,mm9,chr8,118687658,118690168,mm1394,negative,yes
chr8,116335195,116337629,hg19,chr16,80372593,80373755,hs4,negative,yes
chr8,116384137,116385431,hg19,chr16,80423343,80424652,hs3,negative,yes
chr8,118377800,118380129,hg19,chr16,82767609,82770047,hs1959,negative,yes
chr8,120292012,120294793,mm9,chr8,122815912,122818693,mm196,negative,yes
chr8,120370900,120372676,mm9,chr8,122894800,122896576,mm99,negative,yes
chr8,120516455,120517853,hg19,chr16,85620095,85621736,hs2,negative,yes
chr8,121002895,121003512,hg19,chr16,86430087,86430726,hs1,positive,yes
chr8,121170103,121171139,mm9,chr8,123694003,123695039,mm241,negative,yes
chr8,121283047,121284421,mm9,chr8,123806947,123808321,mm335,negative,yes
chr8,121300361,121303557,hg19,chr16,86943367,86946175,hs1613,positive,yes
chr8,121665198,121666118,mm9,chr8,124189098,124190018,mm338,negative,yes
chr8,122711842,122713825,hg19,chr16,89057397,89061023,hs1854,negative,yes
chr8,124643703,124645898,hg19,chr1,230984523,230987981,hs1766,negative,yes
chr8,125217043,125219851,mm9,chr8,127740943,127743751,mm149,positive,yes
chr8,125557736,125559984,hg19,chr1,232753930,232757436,hs1714,negative,yes
chr8,126536388,126537692,mm9,chr8,129060288,129061592,mm495,negative,yes
chr8,126665421,126667756,mm9,chr8,129189321,129191656,mm1295,negative,yes
chr9,13697970,13700760,mm9,chr9,13502414,13505204,mm1371,negative,yes
chr9,21556730,21559920,mm9,chr9,21361174,21364364,mm1378,negative,yes
chr9,23377927,23379852,hg19,chr7,34097962,34100011,hs1336,negative,yes
chr9,24720490,24721595,hg19,chr7,35236863,35237925,hs470,negative,yes
chr9,24737086,24737801,hg19,chr7,35254518,35255251,hs471,negative,yes
chr9,24748244,24749108,hg19,chr7,35268514,35269380,hs466,negative,yes
chr9,24754514,24755359,hg19,chr7,35275271,35276121,hs467,negative,yes
chr9,24789002,24789893,hg19,chr7,35320121,35321085,hs464,negative,yes
chr9,24802515,24803444,hg19,chr7,35331175,35332120,hs468,negative,yes
chr9,24811553,24812154,hg19,chr7,35342478,35343110,hs473,negative,yes
chr9,24833559,24834351,hg19,chr7,35359004,35359854,hs469,negative,yes
chr9,24860616,24861316,hg19,chr7,35388314,35389035,hs474,negative,yes
chr9,24887072,24890068,mm9,chr9,24691516,24694512,mm130,negative,yes
chr9,24919749,24921117,hg19,chr7,35454800,35456218,hs461,negative,yes
chr9,24922167,24923116,hg19,chr7,35458551,35459522,hs472,negative,yes
chr9,24973917,24975039,hg19,chr7,35505184,35506342,hs463,negative,yes
chr9,25055368,25056389,hg19,chr7,35590614,35591629,hs465,negative,yes
chr9,27937330,27938180,hg19,chr11,133260478,133261391,hs1722,negative,yes
chr9,29318640,29319071,hg19,chr11,131867949,131868377,hs335,positive,yes
chr9,34557590,34559391,hg19,chr11,126797947,126800656,hs1396,negative,yes
chr9,35423877,35427018,hg19,chr11,125927055,125930318,hs1641,negative,yes
chr9,37053339,37055278,mm9,chr9,36860924,36862863,mm577,positive,yes
chr9,41071639,41074687,mm9,chr9,40879722,40882770,mm1337,negative,yes
chr9,41735464,41736837,hg19,chr11,121799771,121801171,hs872,negative,yes
chr9,43564181,43568174,hg19,chr11,119759730,119763658,hs1915,negative,yes
chr9,44877225,44880193,hg19,chr11,118308306,118311240,hs1793,negative,yes
chr9,46118249,46121546,mm9,chr9,45926332,45929629,mm54,negative,yes
chr9,46381148,46381839,hg19,chr11,116521882,116522627,hs1632,negative,yes
chr9,46620224,46623042,hg19,chr11,116273269,116275127,hs1786,negative,yes
chr9,46660108,46660820,hg19,chr11,116232556,116233265,hs334,negative,yes
chr9,47376512,47377360,mm9,chr9,47184595,47185443,mm251,negative,yes
chr9,49736440,49738293,hg19,chr11,112893161,112895172,hs1810,negative,yes
chr9,52147925,52150393,hg19,chr11,110000895,110003234,hs1311,negative,yes
chr9,54335032,54337557,mm9,chr9,54182839,54185364,mm786,negative,yes
chr9,57806611,57807834,hg19,chr15,74870847,74872794,hs1510,negative,yes
chr9,61370059,61371070,hg19,chr15,70391576,70392613,hs359,negative,yes
chr9,61600844,61603666,mm9,chr9,61448651,61451473,mm29,positive,yes
chr9,62414649,62415677,mm9,chr9,62262456,62263484,mm210,negative,yes
chr9,63108235,63110238,mm9,chr9,62956042,62958045,mm211,negative,yes
chr9,63131587,63133435,mm9,chr9,62979394,62981242,mm285,negative,yes
chr9,63176077,63177276,hg19,chr15,68079283,68080713,hs178,negative,yes
chr9,63523991,63524533,hg19,chr15,67665164,67665685,hs358,negative,yes
chr9,63880199,63881508,hg19,chr15,67198974,67200134,hs660,negative,yes
chr9,64044784,64046949,mm9,chr9,63892591,63894756,mm69,negative,yes
chr9,65381642,65384657,hg19,chr15,65377669,65381418,hs1944,negative,yes
chr9,65825989,65827111,hg19,chr15,64753430,64754564,hs817,negative,yes
chr9,67001298,67004558,hg19,chr15,63382545,63386341,hs2160,negative,yes
chr9,67040666,67043521,mm9,chr9,66888473,66891328,mm100,negative,yes
chr9,68794558,68797064,mm9,chr9,68642365,68644871,mm690,negative,yes
chr9,70834536,70835234,mm9,chr9,70682343,70683041,mm190,negative,yes
chr9,71974987,71975901,hg19,chr15,57426028,57426952,hs623,negative,yes
chr9,71975968,71976731,hg19,chr15,57425244,57425958,hs357,negative,yes
chr9,88030648,88034978,hg19,chr6,85786519,85788823,hs2300,negative,yes
chr9,88048577,88050948,mm9,chr9,87943415,87945786,mm898,positive,yes
chr9,88070457,88074527,hg19,chr6,85825565,85829412,hs2298,negative,yes
chr9,88136652,88139609,hg19,chr6,85895615,85898006,hs2301,negative,yes
chr9,88195357,88199255,hg19,chr6,85980888,85984064,hs2297,negative,yes
chr9,90125755,90126865,hg19,chr15,79151012,79154383,hs2500,negative,yes
chr9,90313788,90316367,hg19,chr3,148085265,148088422,hs1787,negative,yes
chr9,90419622,90421316,hg19,chr3,148006499,148007810,hs1115,negative,yes
chr9,90691310,90692526,hg19,chr3,147802357,147803586,hs1203,negative,yes
chr9,90692810,90693923,hg19,chr3,147801015,147802169,hs654,negative,yes
chr9,90700206,90701273,hg19,chr3,147793207,147794247,hs739,negative,yes
chr9,90730671,90732594,hg19,chr3,147753310,147755618,hs1549,negative,yes
chr9,90739783,90741475,hg19,chr3,147748015,147749579,hs1038,negative,yes
chr9,90833187,90835006,hg19,chr3,147651676,147653436,hs1224,negative,yes
chr9,90902261,90905638,hg19,chr3,147563409,147566604,hs1573,negative,yes
chr9,91073326,91074669,hg19,chr3,147393021,147394349,hs1184,negative,yes
chr9,91087949,91090092,hg19,chr3,147378547,147380603,hs1173,negative,yes
chr9,91366859,91368203,hg19,chr3,147125146,147126336,hs1043,negative,yes
chr9,91445768,91447285,hg19,chr3,147049536,147051100,hs213,positive,yes
chr9,91462358,91463892,hg19,chr3,147030229,147031770,hs212,negative,yes
chr9,95812717,95815609,mm9,chr9,95713136,95716028,mm1367,negative,yes
chr9,96380312,96382941,hg19,chr3,141579463,141580810,hs2041,positive,yes
chr9,99773255,99774439,hg19,chr3,137638911,137640108,hs843,negative,yes
chr9,99994346,99995440,hg19,chr3,137360823,137361964,hs666,negative,yes
chr9,100130872,100131771,hg19,chr3,137185964,137186866,hs653,negative,yes
chr9,100166423,100168226,hg19,chr3,137125171,137126977,hs211,negative,yes
chr9,100194021,100195330,hg19,chr3,137067622,137068925,hs210,negative,yes
chr9,100210152,100211938,hg19,chr3,137047544,137049271,hs209,negative,yes
chr9,100271529,100272974,hg19,chr3,136982707,136984175,hs208,positive,yes
chr9,103679109,103679657,mm9,chr9,103581439,103581987,mm303,negative,yes
chr9,106382995,106385663,mm9,chr9,106285326,106287994,mm342,negative,yes
chr9,106416951,106418793,mm9,chr9,106319282,106321124,mm362,negative,yes
chr9,107305936,107309959,hg19,chr3,50636478,50640158,hs1747,negative,yes
chr9,109892964,109896468,mm9,chr9,109795468,109798972,mm736,negative,yes
chr9,118317971,118319794,hg19,chr3,28033828,28035751,hs1557,negative,yes
chr9,118858597,118861666,hg19,chr3,37805999,37809080,hs1961,negative,yes
chr9,118863536,118868147,hg19,chr3,37810701,37814504,hs1914,negative,yes
chr9,119496374,119501352,hg19,chr3,38602635,38607552,hs2176,negative,yes
chr9,120601909,120604533,mm9,chr9,120511026,120513650,mm1406,negative,yes
chr9,121301588,121305883,mm9,chr9,121210706,121215001,mm1305,negative,yes
chr9,121355289,121357466,hg19,chr3,42113230,42114717,hs2359,negative,yes
chr10,8968318,8968915,mm9,chr10,8688116,8688713,mm482,negative,yes
chr10,17228736,17232667,hg19,chr6,140207977,140211769,hs1644,negative,yes
chr10,19077704,19080447,hg19,chr6,138131886,138133298,hs1832,negative,yes
chr10,20484902,20488767,mm9,chr10,20204708,20208573,mm140,negative,yes
chr10,21081771,21084133,hg19,chr6,135601698,135604052,hs1351,negative,yes
chr10,24493263,24494942,mm9,chr10,24213069,24214748,mm46,negative,yes
chr10,30997657,30998999,mm9,chr10,30717463,30718805,mm766,negative,yes
chr10,31027819,31028728,mm9,chr10,30747625,30748534,mm767,negative,yes
chr10,31034051,31035579,mm9,chr10,30753857,30755385,mm764,negative,yes
chr10,31053081,31054088,mm9,chr10,30772887,30773894,mm763,negative,yes
chr10,31228891,31229864,mm9,chr10,30948697,30949670,mm762,negative,yes
chr10,31272653,31273675,mm9,chr10,30992459,30993481,mm765,negative,yes
chr10,36483581,36486087,mm9,chr10,36203387,36205893,mm693,positive,yes
chr10,38552270,38556079,hg19,chr6,112822313,112826325,hs1302,negative,yes
chr10,39657715,39661924,hg19,chr6,111871688,111876668,hs1690,negative,yes
chr10,42250904,42252282,hg19,chr6,108909808,108911282,hs2394,negative,yes
chr10,42634081,42635173,hg19,chr6,108437243,108438452,hs1189,negative,yes
chr10,42635864,42636982,hg19,chr6,108435330,108436506,hs1033,negative,yes
chr10,43722436,43724832,hg19,chr6,107220829,107222652,hs1483,negative,yes
chr10,43746138,43746678,mm9,chr10,43465944,43466484,mm228,negative,yes
chr10,45139830,45141705,hg19,chr6,105751633,105753639,hs1501,negative,yes
chr10,45228613,45231786,mm9,chr10,44948419,44951592,mm87,positive,yes
chr10,45893126,45894695,hg19,chr6,105044981,105046701,hs1452,positive,yes
chr10,49984350,49985954,hg19,chr6,101743524,101745234,hs1738,positive,yes
chr10,50833720,50834474,hg19,chr6,100973811,100974593,hs292,negative,yes
chr10,50901664,50902602,hg19,chr6,100904128,100905067,hs2319,negative,yes
chr10,51257067,51258555,hg19,chr6,100657912,100659391,hs576,negative,yes
chr10,52741812,52745154,mm9,chr10,52461618,52464960,mm782,negative,yes
chr10,53343658,53344819,hg19,chr6,118878956,118881186,hs2189,negative,yes
chr10,56979108,56981816,mm9,chr10,56698914,56701622,mm74,negative,yes
chr10,58382775,58383620,hg19,chr2,109252387,109254056,hs2372,negative,yes
chr10,59442760,59444333,mm9,chr10,58905508,58907081,mm65,negative,yes
chr10,59967735,59971225,hg19,chr10,74013084,74016357,hs1834,negative,yes
chr10,61532677,61537653,mm9,chr10,60995425,61000401,mm1303,negative,yes
chr10,62128053,62130842,hg19,chr10,71335775,71338729,hs1699,negative,yes
chr10,69642709,69646964,mm9,chr10,69105457,69109712,mm1382,negative,yes
chr10,70733385,70734388,hg19,chr10,60791178,60792149,hs727,negative,yes
chr10,79839861,79842369,mm9,chr10,79302606,79305114,mm758,negative,yes
chr10,80773811,80774999,mm9,chr10,80236556,80237744,mm200,negative,yes
chr10,86294227,86297417,mm9,chr10,85756972,85760162,mm52,negative,yes
chr10,87292837,87293886,hg19,chr12,103613944,103615320,hs1723,negative,yes
chr10,87324268,87326930,hg19,chr12,103570982,103573398,hs1575,negative,yes
chr10,87388707,87389894,hg19,chr12,103484342,103485519,hs967,negative,yes
chr10,87445159,87449773,hg19,chr12,103405110,103408796,hs1540,negative,yes
chr10,87473282,87474591,hg19,chr12,103371349,103372610,hs1114,negative,yes
chr10,87500259,87501668,hg19,chr12,103345263,103346680,hs1122,negative,yes
chr10,87868234,87870738,mm9,chr10,87330979,87333483,mm694,positive,yes
chr10,91186361,91188450,hg19,chr12,98883495,98887039,hs2152,negative,yes
chr10,92555687,92557809,hg19,chr12,97468703,97471089,hs1341,negative,yes
chr10,96708320,96708857,mm9,chr10,96170954,96171491,mm313,negative,yes
chr10,98683082,98685589,mm9,chr10,98145716,98148223,mm696,negative,yes
chr10,108587858,108589363,hg19,chr12,79739233,79740570,hs943,negative,yes
chr10,119760180,119762864,hg19,chr12,67127104,67129730,hs1498,negative,yes
chr10,120551958,120553597,mm9,chr10,119989014,119990653,mm569,negative,yes
chr10,122768032,122770538,mm9,chr10,122205088,122207594,mm697,negative,yes
chr10,125809055,125811062,hg19,chr12,59460190,59462367,hs1427,positive,yes
chr10,125921038,125928971,hg19,chr12,59361630,59364518,hs1468,positive,yes
chr11,7054211,7057799,mm9,chr11,6954214,6957802,mm1025,negative,yes
chr11,11527967,11528770,hg19,chr7,50219464,50220288,hs877,negative,yes
chr11,11675621,11677027,hg19,chr7,50333048,50334464,hs961,negative,yes
chr11,11699170,11700205,hg19,chr7,50357638,50358644,hs972,negative,yes
chr11,11753227,11753958,hg19,chr7,50449432,50450191,hs635,negative,yes
chr11,11836360,11837998,hg19,chr7,50564242,50565706,hs2059,negative,yes
chr11,11956742,11957743,mm9,chr11,11856745,11857746,mm154,negative,yes
chr11,11961856,11962621,mm9,chr11,11861859,11862624,mm178,negative,yes
chr11,18161775,18165395,hg19,chr2,67427102,67431497,hs1565,negative,yes
chr11,18170844,18172953,hg19,chr2,67414599,67416139,hs1584,negative,yes
chr11,18356947,18358283,hg19,chr2,67281257,67282540,hs831,negative,yes
chr11,18604267,18605269,hg19,chr2,67052101,67052901,hs1244,negative,yes
chr11,18749399,18750623,hg19,chr2,66924703,66926115,hs1197,negative,yes
chr11,18916165,18918731,hg19,chr2,66762515,66765088,hs1210,negative,yes
chr11,18929401,18930771,hg19,chr2,66749539,66750931,hs1206,negative,yes
chr11,19159806,19161022,hg19,chr2,66510556,66511795,hs1110,negative,yes
chr11,19264923,19266022,hg19,chr2,66397542,66398943,hs1229,negative,yes
chr11,19349983,19351626,hg19,chr2,66297527,66299214,hs205,negative,yes
chr11,22002481,22003825,hg19,chr2,63275695,63277103,hs1066,negative,yes
chr11,22010038,22011280,hg19,chr2,63268014,63269313,hs725,negative,yes
chr11,22068164,22068902,hg19,chr2,63205928,63206656,hs1874,negative,yes
chr11,22078417,22079452,hg19,chr2,63193855,63194929,hs690,negative,yes
chr11,24015167,24017101,hg19,chr2,60855056,60856888,hs1142,negative,yes
chr11,24062087,24063577,hg19,chr2,60794812,60796264,hs1176,negative,yes
chr11,24095055,24096666,hg19,chr2,60761404,60763073,hs957,negative,yes
chr11,24312333,24314281,hg19,chr2,60516097,60518092,hs1111,negative,yes
chr11,24329868,24333909,hg19,chr2,60498057,60502013,hs1535,negative,yes
chr11,24370836,24371856,hg19,chr2,60441495,60442515,hs399,negative,yes
chr11,24427205,24428275,hg19,chr2,60352514,60353602,hs779,negative,yes
chr11,24474194,24474926,hg19,chr2,60317429,60318194,hs946,negative,yes
chr11,24484734,24486203,hg19,chr2,60297377,60299041,hs397,negative,yes
chr11,24618260,24619579,hg19,chr2,60223849,60225179,hs1120,negative,yes
chr11,24708579,24710422,hg19,chr2,60137953,60139763,hs396,negative,yes
chr11,24763883,24765510,hg19,chr2,60077064,60078749,hs822,negative,yes
chr11,24783038,24784369,hg19,chr2,60055628,60056970,hs1072,negative,yes
chr11,24839673,24841741,hg19,chr2,60005531,60007545,hs1164,negative,yes
chr11,24848029,24849347,hg19,chr2,59998338,59999656,hs1021,negative,yes
chr11,24927450,24928490,hg19,chr2,59947272,59948294,hs395,negative,yes
chr11,24976121,24978365,hg19,chr2,59894793,59896957,hs1209,negative,yes
chr11,24981421,24984197,hg19,chr2,59888700,59891476,hs1057,negative,yes
chr11,25099105,25101616,mm9,chr11,24999105,25001616,mm698,negative,yes
chr11,25113308,25113940,hg19,chr2,59746377,59746992,hs394,negative,yes
chr11,25287255,25288543,hg19,chr2,59540640,59541937,hs836,negative,yes
chr11,25356346,25357683,hg19,chr2,59476604,59477955,hs1119,negative,yes
chr11,25529956,25531890,hg19,chr2,59304974,59306893,hs975,negative,yes
chr11,25639788,25641407,hg19,chr2,59203217,59204548,hs1154,negative,yes
chr11,25644061,25645643,hg19,chr2,59198905,59200529,hs393,negative,yes
chr11,25663687,25664864,hg19,chr2,59178992,59180242,hs1181,negative,yes
chr11,25674202,25676633,hg19,chr2,59161996,59164461,hs1196,negative,yes
chr11,25703629,25705174,hg19,chr2,59133026,59134590,hs392,negative,yes
chr11,25732273,25732989,hg19,chr2,59108123,59108845,hs391,negative,yes
chr11,25736857,25738024,hg19,chr2,59102071,59103380,hs1199,negative,yes
chr11,25872525,25873791,hg19,chr2,58975738,58977115,hs1067,positive,yes
chr11,25901726,25903092,hg19,chr2,58948607,58950015,hs1113,negative,yes
chr11,25978214,25979694,hg19,chr2,58891096,58892548,hs1232,negative,yes
chr11,26005544,26007098,hg19,chr2,58859997,58861674,hs1152,positive,yes
chr11,26007937,26009347,hg19,chr2,58857680,58858956,hs1063,negative,yes
chr11,26061993,26063811,hg19,chr2,58809796,58811611,hs1018,negative,yes
chr11,26072120,26072976,hg19,chr2,58799729,58800607,hs1071,negative,yes
chr11,26099722,26100690,hg19,chr2,58770304,58771290,hs1012,negative,yes
chr11,26120372,26122139,hg19,chr2,58748340,58750140,hs1174,negative,yes
chr11,26163484,26164975,hg19,chr2,58695819,58697323,hs1076,negative,yes
chr11,26489088,26491733,mm9,chr11,26389088,26391733,mm57,positive,yes
chr11,26773589,26774876,hg19,chr2,58146107,58147489,hs937,negative,yes
chr11,26975529,26976372,hg19,chr2,57972375,57973175,hs390,negative,yes
chr11,32245270,32246411,mm9,chr11,32145270,32146411,mm101,negative,yes
chr11,32250452,32252344,mm9,chr11,32150452,32152344,mm95,negative,yes
chr11,33191799,33193113,hg19,chr5,170749163,170750485,hs596,negative,yes
chr11,33299599,33301608,hg19,chr5,170627990,170630018,hs278,negative,yes
chr11,33342867,33343783,hg19,chr5,170583493,170584421,hs829,negative,yes
chr11,33392413,33393559,hg19,chr5,170471253,170472370,hs693,negative,yes
chr11,33399829,33401077,hg19,chr5,170458792,170460097,hs608,negative,yes
chr11,33429907,33431025,hg19,chr5,170417337,170418459,hs275,negative,yes
chr11,36349885,36351181,hg19,chr5,167332346,167333651,hs274,negative,yes
chr11,44625595,44626698,hg19,chr5,158517785,158518914,hs1123,negative,yes
chr11,44634333,44635610,hg19,chr5,158508842,158510137,hs1117,negative,yes
chr11,44656476,44657870,hg19,chr5,158486120,158487498,hs1022,negative,yes
chr11,44799728,44801438,hg19,chr5,158340962,158342611,hs230,negative,yes
chr11,44903241,44904999,hg19,chr5,158227696,158229500,hs1137,negative,yes
chr11,44987162,44988463,hg19,chr5,158143424,158144725,hs813,negative,yes
chr11,45136391,45137668,hg19,chr5,158017768,158019067,hs1208,positive,yes
chr11,45388289,45390405,hg19,chr5,157752608,157754317,hs1735,negative,yes
chr11,45549893,45551316,hg19,chr5,157589029,157590477,hs1130,positive,yes
chr11,45805317,45806045,mm9,chr11,45618819,45619547,mm224,negative,yes
chr11,46201358,46203267,mm9,chr11,46014860,46016769,mm102,negative,yes
chr11,47283316,47285733,hg19,chr5,155837679,155839485,hs1813,negative,yes
chr11,51940537,51946109,hg19,chr5,133772017,133775320,hs2054,negative,yes
chr11,54056663,54059415,mm9,chr11,53870165,53872917,mm51,negative,yes
chr11,54060073,54061369,hg19,chr5,131600830,131602104,hs1449,negative,yes
chr11,54879186,54884157,mm9,chr11,54692688,54697659,mm1343,negative,yes
chr11,57650678,57652744,mm9,chr11,57464180,57466246,mm133,negative,yes
chr11,57847462,57847793,hg19,chr5,153871627,153871976,hs514,negative,yes
chr11,57927590,57931336,mm9,chr11,57741092,57744838,mm849,negative,yes
chr11,57962140,57963143,mm9,chr11,57775642,57776645,mm201,negative,yes
chr11,59992983,59996757,hg19,chr17,17439186,17444187,hs1917,negative,yes
chr11,62983404,62986950,mm9,chr11,62796906,62800452,mm62,negative,yes
chr11,64898597,64900939,hg19,chr17,13015647,13018459,hs1497,negative,yes
chr11,65208855,65210457,mm9,chr11,65022357,65023959,mm67,negative,yes
chr11,65435466,65436247,hg19,chr17,12375783,12376586,hs845,negative,yes
chr11,65648906,65651643,mm9,chr11,65462408,65465145,mm85,negative,yes
chr11,68623475,68624174,mm9,chr11,68436977,68437676,mm213,negative,yes
chr11,68637700,68640745,hg19,chr17,8583345,8585318,hs1451,negative,yes
chr11,75046157,75048337,hg19,chr17,2081998,2084289,hs924,negative,yes
chr11,75049028,75050436,hg19,chr17,2079772,2081236,hs1445,positive,yes
chr11,77422484,77424457,hg19,chr17,27994702,27996874,hs1675,negative,yes
chr11,77924762,77927516,mm9,chr11,77738264,77741018,mm1349,negative,yes
chr11,79050758,79055494,hg19,chr17,25898536,25901861,hs2072,negative,yes
chr11,81612791,81613808,hg19,chr17,32077519,32078677,hs1725,negative,yes
chr11,84376006,84377110,hg19,chr17,35474054,35475155,hs819,negative,yes
chr11,84395731,84396774,hg19,chr17,35447270,35448478,hs177,negative,yes
chr11,84481127,84482245,hg19,chr17,35336093,35337226,hs364,negative,yes
chr11,84496289,84496921,hg19,chr17,35329349,35329944,hs363,negative,yes
chr11,84725828,84726603,hg19,chr17,35057889,35058730,hs849,negative,yes
chr11,84766074,84766770,hg19,chr17,35011848,35012557,hs362,positive,yes
chr11,85712703,85714068,hg19,chr17,59328477,59330195,hs922,negative,yes
chr11,86167093,86168104,hg19,chr17,59893119,59894141,hs778,negative,yes
chr11,86570111,86571720,hg19,chr17,57934217,57936802,hs1619,negative,yes
chr11,86586196,86587829,mm9,chr11,86399698,86401331,mm127,negative,yes
chr11,86623484,86625584,hg19,chr17,57863149,57864776,hs2068,negative,yes
chr11,87422350,87423713,mm9,chr11,87235852,87237215,mm264,negative,yes
chr11,88180548,88181652,mm9,chr11,87994050,87995154,mm438,negative,yes
chr11,88274079,88276075,mm9,chr11,88087581,88089577,mm439,negative,yes
chr11,88467417,88468721,hg19,chr17,55618678,55620173,hs2371,negative,yes
chr11,88527850,88529479,mm9,chr11,88341352,88342981,mm440,negative,yes
chr11,88554791,88555816,mm9,chr11,88368293,88369318,mm441,negative,yes
chr11,89717799,89719511,hg19,chr17,54206719,54208426,hs923,negative,yes
chr11,94880928,94883811,mm9,chr11,94742242,94745125,mm568,negative,yes
